Sn,movie_title,director_name,genres,imdb_score,budget
1843,A Bridge Too Far,Richard Attenborough,Drama|History|War,7.4,26000000
1844,Red Eye,Wes Craven,Mystery|Thriller,6.5,26000000
1845,Final Destination 2,David R. Ellis,Horror|Thriller,6.2,26000000
1846,"O Brother, Where Art Thou?",Joel Coen,Adventure|Comedy|Crime|Music,7.8,26000000
1847,Legion,Scott Stewart,Action|Fantasy|Horror,5.2,26000000
1848,Pain & Gain,Michael Bay,Comedy|Crime|Drama,6.5,26000000
1849,In Good Company,Paul Weitz,Comedy|Drama|Romance,6.5,26000000
1850,Clockstoppers,Jonathan Frakes,Action|Adventure|Comedy|Sci-Fi|Thriller,5.2,26000000
1851,Silverado,Lawrence Kasdan,Action|Crime|Drama|Western,7.2,26000000
1852,Brothers,Jim Sheridan,Drama|Thriller,7.1,26000000
1853,Agent Cody Banks 2: Destination London,Kevin Allen,Action|Adventure|Comedy|Family|Romance|Sci-Fi,4.5,26000000
1854,New Year's Eve,Garry Marshall,Comedy|Romance,5.7,56000000
1855,Original Sin,Michael Cristofer,Drama|Mystery|Romance|Thriller,6,42000000
1856,The Raven,James McTeigue,Crime|Mystery|Thriller,6.4,26000000
1857,Welcome to Mooseport,Donald Petrie,Comedy|Romance,5.2,26000000
1858,Highlander: The Final Dimension,Andrew Morahan,Action|Fantasy|Romance|Sci-Fi,4.3,26000000
1859,Blood and Wine,Bob Rafelson,Crime|Drama|Thriller,6.1,22000000
1861,The Curse of the Jade Scorpion,Woody Allen,Comedy|Crime|Mystery|Romance,6.8,26000000
1863,Flipper,Alan Shapiro,Adventure|Family,5.2,25530000
1864,Self/less,Tarsem Singh,Action|Mystery|Sci-Fi|Thriller,6.5,26000000
1865,The Constant Gardener,Fernando Meirelles,Drama|Mystery|Romance|Thriller,7.5,15000000
1866,The Passion of the Christ,Mel Gibson,Drama,7.1,30000000
1867,Mrs. Doubtfire,Chris Columbus,Comedy|Drama|Family|Romance,6.9,25000000
1868,Rain Man,Barry Levinson,Drama,8,25000000
1869,Gran Torino,Clint Eastwood,Drama,8.2,33000000
1870,W.,Oliver Stone,Biography|Drama|History,6.4,25100000
1871,Taken,Pierre Morel,Action|Thriller,7.9,25000000
1872,The Best of Me,Michael Hoffman,Drama|Romance,6.7,26000000
1873,The Bodyguard,Mick Jackson,Action|Drama|Music|Romance,6.1,25000000
1874,Schindler's List,Steven Spielberg,Biography|Drama|History,8.9,22000000
1875,The Help,Tate Taylor,Drama,8.1,25000000
1876,The Fifth Estate,Bill Condon,Biography|Drama|Thriller,6.2,28000000
1877,Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Adventure|Comedy|Family|Fantasy|Horror|Mystery,4.9,80000000
1879,Freddy vs. Jason,Ronny Yu,Action|Horror|Thriller,5.8,30000000
1881,Jimmy Neutron: Boy Genius,John A. Davis,Action|Adventure|Animation|Comedy|Family|Sci-Fi,6,30000000
1882,Cloverfield,Matt Reeves,Action|Adventure|Horror|Sci-Fi,7,25000000
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,Action|Adventure|Comedy|Family|Sci-Fi,6,25000000
1884,The Untouchables,Brian De Palma,Crime|Drama|Thriller,7.9,25000000
1885,No Country for Old Men,Ethan Coen,Crime|Drama|Thriller,8.1,25000000
1886,Ride Along,Tim Story,Action|Comedy|Crime|Romance,6.2,25000000
1887,Bridget Jones's Diary,Sharon Maguire,Comedy|Drama|Romance,6.7,26000000
1888,Chocolat,Lasse Hallström,Drama|Romance,7.3,25000000
1889,"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld,Comedy,4.6,45000000
1890,Parental Guidance,Andy Fickman,Comedy|Family,6.1,25000000
1891,No Strings Attached,Ivan Reitman,Comedy|Romance,6.2,25000000
1892,Tombstone,George P. Cosmatos,Action|Biography|Drama|History|Romance|Western,7.8,25000000
1893,Romeo Must Die,Andrzej Bartkowiak,Action|Crime|Thriller,6.1,25000000
1895,Final Destination 3,James Wong,Horror,5.8,25000000
1896,The Lucky One,Scott Hicks,Drama|Romance,6.5,25000000
1897,Bridge to Terabithia,Gabor Csupo,Adventure|Drama|Family|Fantasy,7.2,17000000
1898,Finding Neverland,Marc Forster,Biography|Drama|Family,7.8,25000000
1899,A Madea Christmas,Tyler Perry,Comedy|Drama,4.7,25000000
1900,The Grey,Joe Carnahan,Action|Adventure|Drama|Thriller,6.8,25000000
1901,Hide and Seek,John Polson,Drama|Horror|Mystery|Thriller,5.9,30000000
1902,Anchorman: The Legend of Ron Burgundy,Adam McKay,Comedy,7.2,26000000
1903,Goodfellas,Martin Scorsese,Biography|Crime|Drama,8.7,25000000
1904,Agent Cody Banks,Harald Zwart,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,5,26000000
1905,Nanny McPhee,Kirk Jones,Comedy|Family|Fantasy,6.6,25000000
1906,Scarface,Brian De Palma,Crime|Drama,8.3,25000000
1907,Nothing to Lose,Steve Oedekerk,Action|Adventure|Comedy|Crime,6.7,25000000
1908,The Last Emperor,Bernardo Bertolucci,Biography|Drama|History,7.8,23000000
1909,Contraband,Baltasar Kormákur,Action|Crime|Drama|Thriller,6.5,25000000
1910,Money Talks,Brett Ratner,Action|Comedy|Crime|Thriller,6.1,25000000
1911,There Will Be Blood,Paul Thomas Anderson,Drama,8.1,25000000
1912,The Wild Thornberrys Movie,Cathy Malkasian,Adventure|Animation|Comedy|Family|Fantasy,5.2,25000000
1913,Rugrats Go Wild,John Eng,Adventure|Animation|Comedy|Family|Fantasy|Musical,5.6,25000000
1914,Undercover Brother,Malcolm D. Lee,Action|Comedy,5.8,25000000
1915,The Sisterhood of the Traveling Pants,Ken Kwapis,Comedy|Drama|Family|Romance,6.6,25000000
1916,Kiss of the Dragon,Chris Nahon,Action|Crime|Drama|Thriller,6.6,25000000
1917,The House Bunny,Fred Wolf,Comedy|Romance,5.5,25000000
1919,Million Dollar Arm,Craig Gillespie,Biography|Drama|Sport,7,25000000
1920,The Giver,Phillip Noyce,Drama|Romance|Sci-Fi,6.5,25000000
1921,What a Girl Wants,Dennie Gordon,Comedy|Drama|Family|Romance,5.8,20000000
1922,Jeepers Creepers II,Victor Salva,Horror,5.6,17000000
1923,Good Luck Chuck,Mark Helfrich,Comedy|Romance,5.6,25000000
1924,Cradle 2 the Grave,Andrzej Bartkowiak,Action|Crime|Drama|Thriller,5.8,30000000
1925,The Hours,Stephen Daldry,Drama|Romance,7.6,25000000
1926,She's the Man,Andy Fickman,Comedy|Romance,6.4,20000000
1927,Mr. Bean's Holiday,Steve Bendelack,Comedy|Family,6.3,25000000
1928,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,Action|Adventure|Horror|Thriller,4.6,25000000
1929,Blood Ties,Guillaume Canet,Crime|Drama|Thriller,6.5,25500000
1930,August Rush,Kirsten Sheridan,Drama|Music,7.5,30000000
1931,Elizabeth,Shekhar Kapur,Biography|Drama|History,7.5,25000000
1932,Bride of Chucky,Ronny Yu,Comedy|Fantasy|Horror|Romance,5.3,25000000
1933,Tora! Tora! Tora!,Richard Fleischer,Action|Drama|History|War,7.5,25000000
1934,Spice World,Bob Spiers,Comedy|Family|Music,3.3,25000000
1936,Dance Flick,Damien Dante Wayans,Action|Comedy|Music,3.5,25000000
1937,The Shawshank Redemption,Frank Darabont,Crime|Drama,9.3,25000000
1938,Crocodile Dundee in Los Angeles,Simon Wincer,Adventure|Comedy|Crime,4.8,21150000
1939,Kingpin,Bobby Farrelly,Comedy|Sport,6.9,27000000
1940,The Gambler,Rupert Wyatt,Crime|Drama|Thriller,6,25000000
1941,August: Osage County,John Wells,Drama,7.3,25000000
1943,A Lot Like Love,Nigel Cole,Comedy|Drama|Romance,6.6,30000000
1944,Eddie the Eagle,Dexter Fletcher,Biography|Comedy|Drama|Sport,7.5,23000000
1945,He Got Game,Spike Lee,Drama|Sport,6.9,25000000
1946,Don Juan DeMarco,Jeremy Leven,Comedy|Drama|Romance,6.8,25000000
1948,Dear John,Lasse Hallström,Drama|Romance|War,6.3,25000000
1949,The Losers,Sylvain White,Action|Crime|Drama|Mystery|Thriller,6.4,25000000
1950,Don't Be Afraid of the Dark,Troy Nixey,Fantasy|Horror|Thriller,5.6,25000000
1951,War,Philip G. Atwell,Action|Crime|Thriller,6.3,25000000
1952,Punch-Drunk Love,Paul Thomas Anderson,Comedy|Drama|Romance|Thriller,7.3,25000000
1953,EuroTrip,Jeff Schaffer,Comedy,6.6,25000000
1954,Half Past Dead,Don Michael Paul,Action|Crime|Thriller,4.6,13000000
1955,Unaccompanied Minors,Paul Feig,Adventure|Comedy|Family|Romance,5.1,26000000
1956,"Bright Lights, Big City",James Bridges,Drama,5.6,25000000
1957,The Adventures of Pinocchio,Steve Barron,Adventure|Family|Fantasy|Musical,5.3,25000000
1959,The Box,Richard Kelly,Drama|Fantasy|Mystery|Thriller,5.6,16000000
1960,The Ruins,Carter Smith,Horror,5.9,8000000
1961,The Next Best Thing,John Schlesinger,Comedy|Drama|Romance,4.7,25000000
1962,My Soul to Take,Wes Craven,Horror|Mystery|Thriller,4.8,25000000
1963,The Girl Next Door,Luke Greenfield,Comedy|Drama|Romance,6.8,25000000
1964,Maximum Risk,Ringo Lam,Action|Crime|Mystery|Romance|Thriller,5.4,25000000
1965,Stealing Harvard,Bruce McCulloch,Comedy|Crime,5.1,25000000
1966,Legend,Brian Helgeland,Biography|Crime|Drama|History|Thriller,7,30000000
1968,Shark Night 3D,David R. Ellis,Horror|Thriller,4,25000000
1969,Angela's Ashes,Alan Parker,Drama,7.3,25000000
1970,Draft Day,Ivan Reitman,Drama|Sport,6.8,25000000
1973,The Conspirator,Robert Redford,Crime|Drama|History,7,25000000
1974,Lords of Dogtown,Catherine Hardwicke,Biography|Drama|Sport,7.1,25000000
1975,The 33,Patricia Riggen,Biography|Drama|History,6.9,26000000
1976,Big Trouble in Little China,John Carpenter,Action|Adventure|Comedy|Fantasy,7.3,25000000
1978,Warrior,Gavin O'Connor,Drama|Sport,8.2,25000000
1979,Michael Collins,Neil Jordan,Biography|Drama|Thriller|War,7.1,28000000
1980,Gettysburg,Ron Maxwell,Drama|History|War,7.7,25000000
1981,Stop-Loss,Kimberly Peirce,Drama|War,6.5,25000000
1982,Abandon,Stephen Gaghan,Drama|Music|Mystery|Romance|Thriller,4.9,25000000
1983,Brokedown Palace,Jonathan Kaplan,Drama|Mystery|Thriller,6.4,25000000
1984,The Possession,Ole Bornedal,Horror|Thriller,5.9,14000000
1985,Mrs. Winterbourne,Richard Benjamin,Comedy|Drama|Romance,6.2,25000000
1986,Straw Dogs,Rod Lurie,Action|Drama|Thriller,5.8,25000000
1987,The Hoax,Lasse Hallström,Comedy|Drama,6.7,25000000
1988,Stone Cold,Craig R. Baxley,Action|Crime|Drama|Thriller,5.9,17000000
1989,The Road,John Hillcoat,Adventure|Drama,7.3,25000000
1991,Underclassman,Marcos Siega,Action|Comedy|Crime|Drama|Thriller,4.1,25000000
1992,Say It Isn't So,J.B. Rogers,Comedy|Romance,4.9,25000000
1993,The World's Fastest Indian,Roger Donaldson,Biography|Drama|Sport,7.9,25000000
1994,Snakes on a Plane,David R. Ellis,Action|Adventure|Crime|Drama|Thriller,5.6,33000000
1995,Tank Girl,Rachel Talalay,Action|Comedy|Sci-Fi,5.2,25000000
1996,King's Ransom,Jeffrey W. Byrd,Comedy|Crime,4.1,15000000
1997,Blindness,Fernando Meirelles,Drama|Mystery|Sci-Fi|Thriller,6.6,25000000
1998,BloodRayne,Uwe Boll,Action|Adventure|Fantasy|Horror,2.9,25000000
2000,Where the Truth Lies,Atom Egoyan,Crime|Drama|Mystery|Thriller,6.5,25000000
2002,Without Limits,Robert Towne,Biography|Drama|Sport,7.2,25000000
2003,Me and Orson Welles,Richard Linklater,Drama,6.8,25000000
2004,The Best Offer,Giuseppe Tornatore,Crime|Drama|Mystery|Romance,7.8,13500000
2005,Bad Lieutenant: Port of Call New Orleans,Werner Herzog,Crime|Drama,6.7,20000000
2007,Little White Lies,Guillaume Canet,Comedy|Drama,7.1,25000000
2008,Love Ranch,Taylor Hackford,Comedy|Drama|Romance|Sport,5.7,25000000
2011,The Counselor,Ridley Scott,Crime|Drama|Thriller,5.3,25000000
2014,Kung Fu Killer,Teddy Chan,Action|Drama,6.5,25000000
2016,Dangerous Liaisons,Stephen Frears,Drama|Romance,7.7,14000000
2017,On the Road,Walter Salles,Adventure|Drama,6.1,25000000
2018,Star Trek IV: The Voyage Home,Leonard Nimoy,Adventure|Comedy|Sci-Fi,7.3,25000000
2019,Rocky Balboa,Sylvester Stallone,Drama|Sport,7.2,24000000
2020,Point Break,Ericson Core,Action|Crime|Sport|Thriller,5.3,105000000
2021,Scream 2,Wes Craven,Horror|Mystery,6.1,24000000
2022,Jane Got a Gun,Gavin O'Connor,Action|Drama|Western,5.8,25000000
2023,Think Like a Man Too,Tim Story,Comedy|Romance,5.7,24000000
2024,The Whole Nine Yards,Jonathan Lynn,Comedy|Crime,6.7,24000000
2025,Footloose,Herbert Ross,Drama|Music|Romance,6.5,8200000
2026,Old School,Todd Phillips,Comedy,7.2,24000000
2027,The Fisher King,Terry Gilliam,Comedy|Drama|Fantasy,7.6,24000000
2028,I Still Know What You Did Last Summer,Danny Cannon,Horror|Mystery,4.6,24000000
2029,Return to Me,Bonnie Hunt,Comedy|Drama|Romance,6.9,24000000
2030,Zack and Miri Make a Porno,Kevin Smith,Comedy|Romance,6.6,24000000
2031,Nurse Betty,Neil LaBute,Comedy|Crime|Drama,6.3,24000000
2032,The Men Who Stare at Goats,Grant Heslov,Comedy|War,6.2,25000000
2033,Double Take,George Gallo,Action|Comedy|Crime|Thriller,5.3,24000000
2034,"Girl, Interrupted",James Mangold,Biography|Drama,7.3,24000000
2035,Win a Date with Tad Hamilton!,Robert Luketic,Comedy|Romance,5.6,24000000
2036,Muppets from Space,Tim Hill,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,6.2,24000000
2037,The Wiz,Sidney Lumet,Adventure|Family|Fantasy|Music|Musical,5.2,24000000
2038,Ready to Rumble,Brian Robbins,Comedy|Sport,5.3,24000000
2039,Play It to the Bone,Ron Shelton,Comedy|Drama|Sport,5.4,24000000
2040,I Don't Know How She Does It,Douglas McGrath,Comedy|Romance,4.9,24000000
2041,Piranha 3D,Alexandre Aja,Comedy|Horror,5.5,24000000
2042,Beyond the Sea,Kevin Spacey,Biography|Drama|Music|Musical,6.7,23000000
2043,Meet the Deedles,Steve Boyum,Comedy|Family,3.9,24000000
2044,The Princess and the Cobbler,Richard Williams,Action|Adventure|Animation|Comedy|Fantasy,7.2,28000000
2045,The Bridge of San Luis Rey,Mary McGuckian,Drama|Romance,5.1,24000000
2046,Faster,George Tillman Jr.,Action|Crime|Drama|Thriller,6.5,24000000
2047,Howl's Moving Castle,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,8.2,24000000
2048,Zombieland,Ruben Fleischer,Adventure|Comedy|Horror|Sci-Fi,7.7,23600000
2049,King Kong,Peter Jackson,Action|Adventure|Drama|Romance,7.2,207000000
2050,The Waterboy,Frank Coraci,Comedy|Sport,6.1,20000000
2051,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,Action|Adventure|Fantasy|Sci-Fi,8.8,18000000
2052,Bad Boys,Michael Bay,Action|Comedy|Crime|Drama|Thriller,6.8,19000000
2053,The Naked Gun 2½: The Smell of Fear,David Zucker,Comedy|Crime,6.8,23000000
2054,Final Destination,James Wong,Horror|Thriller,6.7,23000000
2055,The Ides of March,George Clooney,Drama,7.1,12500000
2056,Pitch Black,David Twohy,Horror|Sci-Fi,7.1,23000000
2057,Someone Like You...,Tony Goldwyn,Comedy|Romance,6.1,23000000
2058,Her,Spike Jonze,Drama|Romance|Sci-Fi,8,23000000
2059,Eddie the Eagle,Dexter Fletcher,Biography|Comedy|Drama|Sport,7.5,23000000
2060,Joy Ride,John Dahl,Mystery|Thriller,6.6,23000000
2061,The Adventurer: The Curse of the Midas Box,Jonathan Newman,Adventure|Family|Fantasy,5.4,25000000
2062,Anywhere But Here,Wayne Wang,Comedy|Drama,6.1,23000000
2063,Chasing Liberty,Andy Cadiff,Comedy|Romance,6.1,23000000
2064,The Crew,Michael Dinner,Comedy|Crime,5.6,23000000
2065,Haywire,Steven Soderbergh,Action|Thriller,5.8,23000000
2066,Jaws: The Revenge,Joseph Sargent,Adventure|Horror|Thriller,2.8,23000000
2067,Marvin's Room,Jerry Zaks,Drama,6.7,23000000
2068,The Longshots,Fred Durst,Biography|Comedy|Drama|Family|Sport,5.1,23000000
2069,The End of the Affair,Neil Jordan,Drama|Romance,7.2,23000000
2070,Harley Davidson and the Marlboro Man,Simon Wincer,Action|Crime|Drama|Thriller|Western,6,23000000
2072,Coco Before Chanel,Anne Fontaine,Biography|Drama,6.7,19430000
2074,Chéri,Stephen Frears,Comedy|Drama|Romance,6.2,23000000
2076,Vanity Fair,Mira Nair,Drama,6.2,23000000
2078,1408,Mikael Håfström,Fantasy|Horror,6.8,25000000
2079,Spaceballs,Mel Brooks,Adventure|Comedy|Sci-Fi,7.1,22700000
2080,The Water Diviner,Russell Crowe,Drama|War,7.1,22500000
2081,Ghost,Jerry Zucker,Drama|Fantasy|Romance|Thriller,7,22000000
2082,There's Something About Mary,Bobby Farrelly,Comedy|Romance,7.1,23000000
2083,The Santa Clause,John Pasquin,Comedy|Drama|Family|Fantasy,6.4,22000000
2084,The Rookie,John Lee Hancock,Drama|Family|Sport,7,20000000
2085,The Game Plan,Andy Fickman,Comedy|Family|Sport,6.2,22000000
2086,The Bridges of Madison County,Clint Eastwood,Drama|Romance,7.5,35000000
2087,The Animal,Luke Greenfield,Comedy|Sci-Fi,4.8,22000000
2089,The Hundred-Foot Journey,Lasse Hallström,Comedy|Drama,7.3,22000000
2090,The Net,Irwin Winkler,Action|Crime|Drama|Mystery|Thriller,5.8,22000000
2091,I Am Sam,Jessie Nelson,Drama,7.6,22000000
2092,Son of God,Christopher Spencer,Biography|Drama|History,5.6,22000000
2093,Underworld,Len Wiseman,Action|Fantasy|Thriller,7,22000000
2094,Derailed,Mikael Håfström,Drama|Thriller,6.6,22000000
2095,The Informant!,Steven Soderbergh,Comedy|Crime|Drama|Thriller,6.5,21000000
2096,Shadowlands,Richard Attenborough,Biography|Drama|Romance,7.4,22000000
2097,Deuce Bigalow: European Gigolo,Mike Bigelow,Comedy,4.6,22000000
2098,Delivery Man,Ken Scott,Comedy|Drama,6.4,26000000
2099,Victor Frankenstein,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,6,40000000
2101,Saving Silverman,Dennis Dugan,Comedy|Crime|Romance,5.9,22000000
2102,Diary of a Wimpy Kid: Dog Days,David Bowers,Comedy|Family,6.4,22000000
2103,Summer of Sam,Spike Lee,Crime|Drama|Romance|Thriller,6.6,22000000
2104,Jay and Silent Bob Strike Back,Kevin Smith,Comedy,6.9,22000000
2105,The Island,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,6.9,126000000
2106,The Glass House,Daniel Sackheim,Crime|Drama|Mystery|Thriller,5.8,30000000
2107,"Hail, Caesar!",Ethan Coen,Comedy|Mystery,6.4,22000000
2108,Josie and the Pussycats,Harry Elfont,Comedy|Music,5.3,22000000
2109,Homefront,Gary Fleder,Action|Crime|Drama|Thriller,6.5,22000000
2110,The Little Vampire,Uli Edel,Adventure|Comedy|Family|Fantasy,5.7,22000000
2111,I Heart Huckabees,David O. Russell,Comedy,6.7,22000000
2112,RoboCop 3,Fred Dekker,Action|Crime|Sci-Fi|Thriller,3.9,23500000
2113,Megiddo: The Omega Code 2,Brian Trenchard-Smith,Action|Adventure|Fantasy|Sci-Fi|Thriller,4.1,22000000
2114,Darling Lili,Blake Edwards,Comedy|Drama|Musical|Romance|War,6.2,25000000
2115,Dudley Do-Right,Hugh Wilson,Comedy|Family|Romance,3.8,22000000
2116,The Transporter Refueled,Camille Delamarre,Action|Crime|Thriller,5.1,25000000
2118,Black Book,Paul Verhoeven,Drama|Thriller|War,7.8,21000000
2119,Joyeux Noel,Christian Carion,Drama|History|Music|Romance|War,7.8,22000000
2120,Hit and Run,David Palmer,Action|Comedy|Romance,6.1,2000000
2121,Mad Money,Callie Khouri,Comedy|Crime|Thriller,5.8,22000000
2122,Before I Go to Sleep,Rowan Joffe,Drama|Mystery|Thriller,6.3,22000000
2124,Stone,John Curran,Drama|Thriller,5.4,22000000
2125,Molière,Laurent Tirard,Comedy|History,7.3,16000000
2126,Out of the Furnace,Scott Cooper,Crime|Drama|Thriller,6.8,22000000
2127,Michael Clayton,Tony Gilroy,Crime|Drama|Mystery|Thriller,7.3,25000000
2128,My Fellow Americans,Peter Segal,Adventure|Comedy,6.5,21500000
2129,Arlington Road,Mark Pellington,Crime|Drama|Thriller,7.2,21500000
2131,To Rome with Love,Woody Allen,Comedy|Romance,6.3,17000000
2132,Firefox,Clint Eastwood,Action|Adventure|Thriller,5.9,21000000
2133,South Park: Bigger Longer & Uncut,Trey Parker,Animation|Comedy|Fantasy|Musical,7.8,21000000
2134,Death at a Funeral,Frank Oz,Comedy,7.4,9000000
2135,Teenage Mutant Ninja Turtles III,Stuart Gillard,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,4.8,17000000
2136,Hardball,Brian Robbins,Drama|Sport,6.3,21000000
2137,Silver Linings Playbook,David O. Russell,Comedy|Drama|Romance,7.8,21000000
2138,Freedom Writers,Richard LaGravenese,Biography|Crime|Drama,7.5,21000000
2140,The Transporter,Louis Leterrier,Action|Crime|Thriller,6.8,21000000
2141,Never Back Down,Jeff Wadlow,Action|Drama|Sport,6.6,20000000
2142,The Rage: Carrie 2,Katt Shea,Horror|Sci-Fi|Thriller,4.6,21000000
2144,Away We Go,Sam Mendes,Comedy|Drama|Romance,7.1,17000000
2145,Swing Vote,Joshua Michael Stern,Comedy|Drama,6.1,21000000
2146,Moonlight Mile,Brad Silberling,Drama|Romance,6.7,21000000
2147,Tinker Tailor Soldier Spy,Tomas Alfredson,Drama|Mystery|Thriller,7.1,20000000
2148,Molly,John Duigan,Comedy|Drama|Romance,5.8,21000000
2149,The Beaver,Jodie Foster,Drama,6.7,21000000
2150,The Best Little Whorehouse in Texas,Colin Higgins,Comedy|Musical,5.8,35000000
2151,eXistenZ,David Cronenberg,Horror|Sci-Fi|Thriller,6.8,31000000
2152,Raiders of the Lost Ark,Steven Spielberg,Action|Adventure,8.5,18000000
2153,Home Alone 2: Lost in New York,Chris Columbus,Adventure|Comedy|Family,6.6,18000000
2154,Close Encounters of the Third Kind,Steven Spielberg,Drama|Sci-Fi,7.7,19400870
2155,Pulse,Jim Sonzero,Drama|Horror|Sci-Fi|Thriller,4.7,20000000
2156,Beverly Hills Cop II,Tony Scott,Action|Comedy|Crime|Thriller,6.4,28000000
2157,Bringing Down the House,Adam Shankman,Comedy,5.5,33000000
2158,The Silence of the Lambs,Jonathan Demme,Crime|Drama|Horror|Thriller,8.6,19000000
2159,Wayne's World,Penelope Spheeris,Comedy|Music,7,20000000
2160,Jackass 3D,Jeff Tremaine,Action|Comedy|Documentary,7.1,20000000
2161,Jaws 2,Jeannot Szwarc,Adventure|Horror|Thriller,5.7,20000000
2162,Beverly Hills Chihuahua,Raja Gosnell,Adventure|Comedy|Drama|Family|Romance,3.7,20000000
2163,The Conjuring,James Wan,Horror|Mystery|Thriller,7.5,20000000
2164,Are We There Yet?,Brian Levant,Adventure|Comedy|Family|Romance,4.6,32000000
2165,Tammy,Ben Falcone,Comedy,4.9,20000000
2166,Disturbia,D.J. Caruso,Drama|Mystery|Thriller,6.9,20000000
2167,School of Rock,Richard Linklater,Comedy|Music,7.1,35000000
2168,Mortal Kombat,Paul W.S. Anderson,Action|Adventure|Fantasy|Sci-Fi|Thriller,5.8,18000000
2169,Wicker Park,Paul McGuigan,Drama|Mystery|Romance|Thriller,7,30000000
2170,White Chicks,Keenen Ivory Wayans,Comedy|Crime,5.4,37000000
2171,The Descendants,Alexander Payne,Comedy|Drama,7.3,20000000
2172,Holes,Andrew Davis,Adventure|Comedy|Drama|Family|Mystery,7.1,20000000
2173,The Last Song,Julie Anne Robinson,Drama|Family|Music|Romance,5.8,20000000
2174,12 Years a Slave,Steve McQueen,Biography|Drama|History,8.1,20000000
2175,Drumline,Charles Stone III,Comedy|Drama|Music|Romance,5.7,20000000
2176,Why Did I Get Married Too?,Tyler Perry,Comedy|Drama|Romance,4.4,20000000
2177,Edward Scissorhands,Tim Burton,Fantasy|Romance,7.9,20000000
2178,Me Before You,Thea Sharrock,Drama|Romance,7.6,20000000
2179,Madea's Witness Protection,Tyler Perry,Comedy|Crime|Drama,4.8,20000000
2181,Bad Moms,Jon Lucas,Comedy,6.7,20000000
2182,Date Movie,Aaron Seltzer,Comedy|Romance,2.7,20000000
2183,Return to Never Land,Robin Budd,Adventure|Animation|Family|Fantasy,5.8,20000000
2184,Selma,Ava DuVernay,Biography|Drama|History,7.5,20000000
2185,The Jungle Book 2,Steve Trenbirth,Adventure|Animation|Family|Musical,5.4,20000000
2186,Boogeyman,Stephen Kay,Drama|Horror|Mystery|Thriller,4.1,20000000
2187,Premonition,Mennan Yapo,Drama|Mystery|Thriller,5.9,20000000
2188,The Tigger Movie,Jun Falkenstein,Animation|Comedy|Drama|Family|Musical,6.3,30000000
2190,Max,Boaz Yakin,Adventure|Family,6.8,20000000
2192,Epic Movie,Jason Friedberg,Adventure|Comedy,2.3,20000000
2193,Conan the Barbarian,John Milius,Adventure|Fantasy,6.9,20000000
2194,Spotlight,Tom McCarthy,Biography|Crime|Drama|History,8.1,20000000
2195,Lakeview Terrace,Neil LaBute,Crime|Drama|Thriller,6.1,22000000
2196,The Grudge 2,Takashi Shimizu,Horror|Thriller,5,20000000
2197,How Stella Got Her Groove Back,Kevin Rodney Sullivan,Comedy|Drama|Romance,5.5,20000000
2198,Bill & Ted's Bogus Journey,Peter Hewitt,Adventure|Comedy|Fantasy|Music|Sci-Fi,6.2,20000000
2199,Man of the Year,Barry Levinson,Comedy|Drama|Romance|Thriller,6.2,20000000
2201,The American,Anton Corbijn,Crime|Drama|Thriller,6.3,20000000
2202,Selena,Gregory Nava,Biography|Drama|Music,6.7,20000000
2203,Vampires Suck,Jason Friedberg,Comedy,3.5,20000000
2204,Babel,Alejandro G. Iñárritu,Drama,7.5,25000000
2205,This Is Where I Leave You,Shawn Levy,Comedy|Drama,6.6,19800000
2206,Doubt,John Patrick Shanley,Drama|Mystery,7.5,20000000
2207,Team America: World Police,Trey Parker,Action|Comedy,7.2,30000000
2208,Texas Chainsaw 3D,John Luessenhop,Horror|Thriller,4.8,11000000
2209,Copycat,Jon Amiel,Crime|Drama|Mystery|Thriller,6.6,20000000
2210,Scary Movie 5,Malcolm D. Lee,Comedy,3.5,20000000
2212,Milk,Gus Van Sant,Biography|Drama|History,7.6,20000000
2213,Risen,Kevin Reynolds,Action|Adventure|Drama|Mystery,6.3,20000000
2214,Ghost Ship,Steve Beck,Horror,5.5,35000000
2215,A Very Harold & Kumar 3D Christmas,Todd Strauss-Schulson,Adventure|Comedy,6.3,19000000
2216,Wild Things,John McNaughton,Crime|Drama|Mystery|Thriller,6.5,20000000
2218,The Debt,John Madden,Drama|Thriller,6.9,20000000
2219,High Fidelity,Stephen Frears,Comedy|Drama|Music|Romance,7.6,20000000
2220,One Missed Call,Eric Valette,Horror|Mystery,3.9,27000000
2221,Eye for an Eye,John Schlesinger,Crime|Drama|Thriller,6.1,20000000
2222,The Bank Job,Roger Donaldson,Crime|Drama|Romance|Thriller,7.3,20000000
2223,Eternal Sunshine of the Spotless Mind,Michel Gondry,Drama|Fantasy|Romance|Sci-Fi,8.3,20000000
2224,You Again,Andy Fickman,Comedy|Family|Romance,5.8,20000000
